PARTICIPANT_CODE,FORMAL_PARTICIPANT_NAME,FULL_ADDRESS,HA_PHN_NUM,HA_FAX_NUM,HA_EMAIL_ADDR_TEXT,EXEC_DIR_PHONE,EXEC_DIR_FAX,EXEC_DIR_EMAIL,PHAS_DESIGNATION,HA_LOW_RENT_SIZE_CATEGORY,SECTION8_UNITS_CNT,HA_SECTION_8_SIZE_CATEGORY,HA_COMBINED_SIZE_CATEGORY,HA_FYE,HA_PROGRAM_TYPE,TOTAL_UNITS,TOTAL_DWELLING_UNITS,ACC_UNITS,PH_OCCUPIED,SECTION8_OCCUPIED,TOTAL_OCCUPIED,PCT_OCCUPIED,REGULAR_VACANT,PHA_TOTAL_UNITS,NUMBER_REPORTED,PCT_REPORTED,OPFUND_AMNT,OPFUND_AMNT_PREV_YR,CAPFUND_AMNT
AL104,Cottonwood Housing Authority,"PO Box 356, Cottonwood, AL, 36320",(334) 691-2451,(334) 691-2451,cpha@graceba.net,(334) 691-2451,(334) 691-2451,cpha@graceba.net,Standard Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),6/30,Low-Rent,53,53,53,52,0,52,98.12000275,1,53,52,100.0,105770,181529,136791
AL179,Housing Authority of the City of Daleville,"101 Donnell Cir, Daleville, AL, 36322",(334) 598-8841,(334) 598-9537,cityofdaleville1@centurytel.net,(334) 714-9478,,headlandha@comcast.net,High Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),12/31,Low-Rent,70,70,70,70,0,70,100.0,0,70,70,100.0,111472,214864,197318
MI192,Hermansville Housing Commission,"nan, Hermansville, MI, 49847",(906) 498-3170,(906) 498-2377,HHC.goldenshores@gmail.com,(906) 498-3170,(906) 498-2377,hhc.goldenshores@gmail.com,Standard Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),3/31,Low-Rent,24,24,24,23,0,23,95.83000183,1,24,9,-4.0,16742,44266,51049
MI101,Ishpeming Housing Commission,"111 Bluff St, Ishpeming, MI, 49849",(906) 485-4100,(906) 485-1844,dshelley@ishhc.com,(906) 485-4100,,dshelley@ishhc.com,High Performer,MEDIUM LOW (100-299),0,VERY SMALL (0-49),MEDIUM LOW (100-299),12/31,Low-Rent,127,127,127,125,0,125,98.43000031,2,127,125,100.0,134537,258430,290716
AZ023,Nogales Housing Authority,"951 N Kitchen St, Nogales, AZ, 85621",(520) 287-4183,(520) 287-4802,tybarra@nogalesaz.gov,(520) 287-4183,(520) 287-4802,mcervantes@nogalesaz.gov,Standard Performer,MEDIUM LOW (100-299),202,MEDIUM LOW (100-299),MEDIUM HIGH (300-999),3/31,Combined,226,226,226,218,174,392,91.58999634,2,428,407,100.0,380312,754067,0
AZ025,South Tucson Housing Authority,"1713 S 3rd Ave, South Tucson, AZ, 85713",(520) 623-8481,(520) 770-0051,stha@southtucson.org,(520) 771-9915,,igonzalez@southtucson.org,Standard Performer,MEDIUM LOW (100-299),136,MEDIUM LOW (100-299),MEDIUM HIGH (300-999),6/30,Combined,172,172,172,126,81,207,67.20999908,41,308,207,100.0,414448,814585,0
ID005,Housing Alliance and Community Partnerships,"711 N 6th Ave, Pocatello, ID, 83201",(208) 233-6276,(208) 233-9821,hacp.board.director@gmail.com,(801) 762-7447,(208) 233-9821,jaredm@hacpid.com,High Performer,SMALL (50-99),752,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),6/30,Combined,75,72,72,65,624,689,83.61000061,7,824,734,100.0,76114,141551,200656
FL011,HOUSING AUTHORITY OF THE CITY OF LAKELAND,"430 Hartsell Ave, Lakeland, FL, 33815",(863) 687-2911,(863) 413-2976,bstevenson@lakelandhousing.org,(863) 687-2911,(863) 413-2976,bstevenson@lakelandhousing.org,Standard Performer,MEDIUM LOW (100-299),1813,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",12/31,Combined,574,573,257,245,1436,1681,81.23999786,7,2069,1743,100.0,840083,1032977,0
NM001,City of Albuquerque Housing Authority,"1840 University Blvd SE, Albuquerque, NM, 87106",(505) 764-3920,(505) 764-3981,lbridge@abqha.org,(505) 764-3999,(505) 764-3981,lbridge@abqha.org,Troubled Performer,MEDIUM HIGH (300-999),4694,"LARGE (1,000-4,999)","EXTRA LARGE (5,000+)",6/30,Combined,697,694,697,605,3035,3640,67.55999756,26,5388,3716,100.0,1799841,3661228,0
NM057,Bernalillo County Housing Department,"2400 Wellesley Dr NE Ste 100, Albuquerque, NM, 87107",(505) 314-0200,(505) 462-9737,acolburn@bernco.gov,(505) 314-0200,,acolburn@bernco.gov,Standard Performer,VERY SMALL (0-49),2379,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",6/30,Combined,0,0,0,0,2266,2266,95.25,0,2379,2307,100.0,51950,51950,43893
MO111,Housing Authority of the City of Macon,"1404 N Missouri St, Macon, MO, 63552",(660) 385-5781,(660) 385-6630,mhamaconmo@gmail.com,(660) 385-5781,(660) 385-5781,mhamaconmo@gmail.com,Standard Performer,MEDIUM LOW (100-299),0,VERY SMALL (0-49),MEDIUM LOW (100-299),6/30,Low-Rent,105,105,105,91,0,91,86.66999817,3,105,91,100.0,125208,284016,340194
NE038,Henderson Housing Authority,"1030 15th St, Henderson, NE, 68371",(402) 723-4250,(402) 723-4271,hendersonha@mainstaycomm.net,(402) 723-4271,(402) 723-4271,hendersonha@mainstaycomm.net,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),12/31,Low-Rent,20,20,20,18,0,18,90.0,0,20,17,94.44999695,28635,42093,40848
GA280,FLINT AREA CONSOLIDATED,"542 Richardson St, Montezuma, GA, 31063",(478) 472-8209,(478) 472-5012,r.reiter@facha.net,(478) 472-8209,,r.reiter@facha.net,Standard Performer,MEDIUM HIGH (300-999),0,VERY SMALL (0-49),MEDIUM HIGH (300-999),9/30,Low-Rent,383,379,346,299,0,299,86.66999817,46,345,299,100.0,652817,1259753,1056452
GA203,Housing Authority of the City of Monticello,"405 Funderburg Dr, Monticello, GA, 31064",(706) 468-6201,(706) 468-1589,monthousing@bellsouth.net,(706) 468-6201,,monthousing@bellsouth.net,Standard Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),6/30,Low-Rent,58,58,58,51,0,51,87.93000031,5,58,51,100.0,76554,136844,0
WA061,Housing Authority of Skagit County,"1650 Port Dr, Burlington, WA, 98233",(360) 428-1959,(360) 424-6005,mcorey@skagitcountyha.org,(360) 428-1959,(360) 424-6005,mcorey@skagitcountyha.org,,,725,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),9/30,Section 8,0,0,0,0,462,462,63.72000122,0,725,473,100.0,0,0,0
TX472,City of Amarillo,"808 S Buchanan St, Amarillo, TX, 79101",(806) 378-3098,(806) 378-9389,Jason.Riddlespurger@amarillo.gov,(806) 378-3023,,Jason.Riddlespurger@amarillo.gov,,,1851,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",9/30,Section 8,0,0,0,0,1117,1117,60.34000015,0,1851,1217,100.0,0,0,0
ND017,Minot Housing Authority,"108 Burdick Expy E, Minot, ND, 58701",(701) 852-0485,(701) 852-3043,tom.alexander@minothousing.com,(701) 852-0485,,tom.alexander@minothousing.com,High Performer,MEDIUM LOW (100-299),964,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)",12/31,Combined,261,248,249,239,802,1041,85.88999939,5,1212,1113,100.0,398565,906357,680684
NE098,Tecumseh Housing Authority,"800 Broadway St Ofc, Tecumseh, NE, 68450",(402) 335-2866,(402) 335-2868,tecumsehha@yahoo.com,(402) 335-2866,,tecumsehha@yahoo.com,Standard Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),3/31,Low-Rent,24,24,24,23,0,23,95.83000183,1,24,13,56.52000046,31488,57762,0
MN002,PHA in and for the City of Minneapolis,"1001 Washington Ave N, Minneapolis, MN, 55401",(612) 342-1400,(612) 335-4401,ContactMPHA@mplspha.org,(612) 342-1495,(612) 342-1407,Abdiwarsame@mplspha.org,,"EXTRA LARGE (5,000+)",6687,"EXTRA LARGE (5,000+)","EXTRA LARGE (5,000+)",12/31,Combined,6127,6116,5361,5121,5755,10876,90.77999878,118,11981,11818,100.0,10868662,21975104,20613209
GA171,Housing Authority of the City of Loganville,"117 Winston Byrd Ln, Loganville, GA, 30052",(770) 267-6591,(770) 267-5766,GAPHA193@MONROEHA.ORG,(770) 267-6591,(770) 267-5766,gapha193@monroeha.org,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),6/30,Low-Rent,20,20,20,20,0,20,100.0,0,20,20,100.0,63186,113163,60429
WY004,Housing Authority of the City of Casper,"129 N Elk St, Casper, WY, 82601",(307) 266-1388,(307) 237-4869,kswright@chaoffice.org,(307) 266-1388,(307) 237-4869,kswright@chaoffice.org,Standard Performer,VERY SMALL (0-49),645,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),3/31,Combined,0,0,0,0,615,615,95.33999634,0,645,659,100.0,56413,59626,0
WY005,Housing Authority of the Town of Douglas,"120 S 5th St, Douglas, WY, 82633",(307) 358-2440,(307) 358-2961,dha.irwintowers@gmail.com,(307) 358-2440,(307) 358-2961,katjohn58@hotmail.com,High Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),3/31,Low-Rent,50,49,50,35,0,35,71.43000031,3,49,35,100.0,33413,72316,0
WY015,Housing Authority of the City of Buffalo,"351 S Cedar St, Buffalo, WY, 82834",(307) 637-8218,(307) 637-4663,ghancock@cheyennehousing.org,(307) 633-8320,,ghancock@cheyennehousing.org,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),3/31,Low-Rent,30,30,30,30,0,30,100.0,0,30,30,100.0,32259,79147,87430
AZ033,Pima County Housing Authority,"310 N Commerce Park Loop, Tucson, AZ, 85745",(520) 791-4171,(520) 791-5407,ann.chanecka@tucsonaz.gov,(520) 791-4171,,ann.chanecka@tucsonaz.gov,,,892,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),6/30,Section 8,0,0,0,0,703,703,78.81999969,0,892,803,100.0,0,0,0
MI070,Marquette Housing Commission,"316 Pine St, Marquette, MI, 49855",(906) 226-7559,(906) 226-8633,smaki@mqthc.org,(906) 226-7559,(906) 226-8633,smaki@mqthc.org,High Performer,VERY SMALL (0-49),53,SMALL (50-99),SMALL (50-99),9/30,Combined,0,0,0,0,37,37,69.80999756,0,53,36,97.30000305,99252,99252,616786
MI087,Menominee Housing Commission,"1801 8th Ave, Menominee, MI, 49858",(906) 863-8717,(906) 863-8081,mhcdirector@outlook.com,(906) 863-8717,(906) 863-8081,mhcdirector@outlook.com,High Performer,MEDIUM LOW (100-299),64,SMALL (50-99),MEDIUM LOW (100-299),3/31,Combined,142,127,127,118,55,173,90.56999969,9,191,171,98.84999847,70286,196103,335930
MI094,Munising Housing Commission,"200 City Park Dr, Munising, MI, 49862",(906) 387-4084,(906) 387-3808,tdowns@jamadots.com,(906) 387-4084,(906) 387-3808,tdowns@jamadots.com,High Performer,SMALL (50-99),28,VERY SMALL (0-49),MEDIUM LOW (100-299),12/31,Combined,74,74,74,74,16,90,88.23999786,0,102,89,98.88999939,52550,129126,175875
NM006,Housing Authority of the City of Gallup,"203 Debra Dr, Gallup, NM, 87301",(505) 722-4388,(505) 863-3386,Richard.Kontz@galluphousing.com,(505) 722-4388,(505) 863-3386,Richard.Kontz@galluphousing.com,Substandard Financial,MEDIUM LOW (100-299),64,SMALL (50-99),MEDIUM HIGH (300-999),6/30,Combined,263,263,263,258,20,278,85.01999664,3,327,277,99.63999939,470275,905316,837915
TX481,Panhandle Community Services,"1309 SW 8th Ave, Amarillo, TX, 79101",(806) 372-2531,(806) 373-8143,,(806) 372-2531,,magi.york@pcsvcs.org,,,2071,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",12/31,Section 8,0,0,0,0,1466,1466,70.79000092,0,2071,1454,99.18000031,0,0,0
MS117,The Housing Authority of Attala County,"nan, Kosciusko, MS, 39090",(662) 289-5181,(662) 516-8020,haattalaco@maxxsouth.net,(662) 289-5181,(662) 516-8020,haattalaco@maxxsouth.net,High Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),3/31,Low-Rent,61,61,61,57,0,57,93.44000244,4,61,57,100.0,79298,139923,209151
MS047,The Housing Authority of the City of Starkville,"101 Pecan Acres, Starkville, MS, 39759",(662) 323-5536,(662) 323-5511,amy@stkha.com,(662) 323-5536,(662) 323-5511,amy@stkha.com,High Performer,MEDIUM LOW (100-299),0,VERY SMALL (0-49),MEDIUM LOW (100-299),6/30,Low-Rent,244,244,244,242,0,242,99.18000031,2,244,242,100.0,326791,677639,684539
MS059,The Housing Authority of the City of West Point,"980 E Brame Ave, West Point, MS, 39773",(662) 495-2004,(662) 495-2005,Kaye@westpointhousing.net,(662) 495-2004,(662) 495-2005,Kaye@westpointhousing.net,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),6/30,Low-Rent,0,0,0,0,0,0,0.0,0,0,0,-4.0,483983,483983,45402
AL001,Housing Authority of the Birmingham District,"1826 3rd Ave S, Birmingham, AL, 35233",(205) 521-0679,(205) 449-0070,dfoster@habd.net,(205) 521-0623,(205) 521-7057,dfoster@habd.net,Standard Performer,"LARGE (1,000-4,999)",6438,"EXTRA LARGE (5,000+)","EXTRA LARGE (5,000+)",6/30,Combined,4960,4852,4483,3042,5677,8718,82.09999847,94,10618,8679,99.55999756,16317731,26964446,16814670
AL077,HA TUSCALOOSA,"2117 Jack Warner Pkwy, Tuscaloosa, AL, 35401",(205) 758-6619,(205) 722-9399,chall@tuscaloosahousing.org,(205) 758-6619,(205) 758-5099,chall@tuscaloosahousing.org,Standard Performer,MEDIUM HIGH (300-999),1945,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",3/31,Combined,1271,1270,960,925,1344,2269,78.12999725,17,2904,2264,99.77999878,2140825,3580567,2992979
AL049,Greater Gadsden,"422 Chestnut St, Gadsden, AL, 35901",(256) 547-2501,(256) 549-1626,gprice@ggha.org,(256) 547-2501,(256) 549-1626,gprice@ggha.org,High Performer,MEDIUM HIGH (300-999),194,MEDIUM LOW (100-299),"LARGE (1,000-4,999)",6/30,Combined,974,970,974,939,100,1039,89.26000214,11,1164,1037,99.80999756,2414429,4566507,3050675
GA195,Housing Authority of the City of Tennille,"300 E Church St, Tennille, GA, 31089",(478) 552-0026,(478) 552-0026,tennilemay@bellsouth.net,(478) 552-0026,(478) 552-0705,director@tennillehousing.org,Standard Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),12/31,Low-Rent,72,72,72,69,0,69,95.83000183,3,72,69,100.0,114704,222265,210939
CO040,Delta Housing Authority,"501 E 14th St, Delta, CO, 81416",(970) 874-7266,(970) 874-8612,director@deltahousingauthority.org,(970) 874-7266,(970) 874-8612,director@deltahousingauthority.org,High Performer,SMALL (50-99),236,MEDIUM LOW (100-299),MEDIUM HIGH (300-999),12/31,Combined,75,75,75,75,248,323,100.0,0,311,323,100.0,92029,185248,279031
CO087,Montrose County Housing Authority,"222 Hap Ct, Olathe, CO, 81425",(970) 323-5445,(970) 323-6179,Director@montroseha.com,(970) 323-3961,(970) 323-6179,director@montroseha.com,,,201,MEDIUM LOW (100-299),MEDIUM LOW (100-299),12/31,Section 8,0,0,0,0,195,195,97.01000214,0,201,198,100.0,0,0,0
GA160,Housing Authority of the City of Warner Robins,"112 Memorial Ter, Warner Robins, GA, 31093",(478) 929-0229,(478) 329-9347,aporter@warnerrobinsha.com,(478) 929-0229,(478) 329-9347,aporter@warnerrobinsha.com,Standard Performer,MEDIUM HIGH (300-999),0,VERY SMALL (0-49),MEDIUM HIGH (300-999),6/30,Low-Rent,404,403,403,399,0,399,99.01000214,4,403,399,100.0,809074,1403753,1775892
GA268,Housing Authority of the County of Houston,"112 Memorial Ter, Warner Robins, GA, 31093",(912) 929-0229,(912) 329-9347,aporter@warnerrobinsha.com,(478) 929-0229,(478) 329-9347,aporter@warnerrobinsha.com,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),6/30,Low-Rent,40,40,40,40,0,40,100.0,0,40,40,100.0,83091,133515,120387
WA006,Housing Authority of the City of Everett,"3107 Colby Ave, Everett, WA, 98201",(425) 258-9222,(425) 303-1122,info@evha.org,(425) 303-1195,,marys@evha.org,High Performer,VERY SMALL (0-49),3703,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",6/30,Combined,0,0,0,0,3315,3315,89.51999664,0,3703,125,3.76999998,81186,81186,854914
WA039,Housing Authority of Snohomish County,"12711 4th Ave W, Everett, WA, 98204",(425) 290-8499,(425) 290-5618,lolson@hasco.org,(425) 290-8499,,lolson@hasco.org,High Performer,VERY SMALL (0-49),4243,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",6/30,Combined,0,0,0,0,3766,3766,88.76000214,0,4243,4240,100.0,556992,556992,0
AL099,HA SCOTTSBORO,"399 Woods Cove Rd, Scottsboro, AL, 35768",(256) 259-5600,(256) 259-0701,scotha@scottsboro.org,(256) 259-5600,(256) 259-0701,scotha@scottsboro.org,High Performer,VERY SMALL (0-49),179,MEDIUM LOW (100-299),MEDIUM LOW (100-299),12/31,Combined,0,0,0,0,178,178,99.44000244,0,179,178,100.0,899435,899435,0
AL167,STEVENSON HOUSING AUTHORITY,"52 Old Mount Carmel Rd, Stevenson, AL, 35772",(256) 437-3009,(256) 437-3016,stalhoau@yahoo.com,(256) 437-3009,(256) 437-3016,stalhoau@yahoo.com,High Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),6/30,Low-Rent,94,90,90,85,0,85,94.44999695,0,90,85,100.0,162465,312583,288118
NM020,Housing Authority of the City of Truth or Consequences,"108 S Cedar St, Truth Or Consequences, NM, 87901",(575) 894-2244,(575) 894-0756,k.hoffman@torchousing.org,(575) 894-2244,(575) 894-0756,k.hoffman@torchousing.org,Standard Performer,MEDIUM LOW (100-299),193,MEDIUM LOW (100-299),MEDIUM LOW (100-299),6/30,Combined,100,100,100,93,160,253,86.34999847,0,293,268,100.0,190034,328363,0
NM003,Mesilla Valley Public Housing Authority,"926 S San Pedro St, Las Cruces, NM, 88001",(575) 528-2000,(575) 526-8452,jolvera@mvpha.org,(575) 528-2004,(575) 526-8452,egarcia@mvpha.org,Standard Performer,MEDIUM LOW (100-299),1676,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",6/30,Combined,248,248,248,240,1246,1486,77.23999786,5,1924,1472,99.05000305,525615,875228,752300
OH033,Cambridge Metropolitan Housing Authority,"1100 Maple Ct, Cambridge, OH, 43725",(740) 439-6651,(740) 439-2953,tdemattio@cambridgehousing.org,(740) 781-0064,(740) 439-2953,tdemattio@cambridgehousing.org,High Performer,MEDIUM LOW (100-299),695,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),3/31,Combined,181,179,181,160,664,824,94.27999878,18,874,834,100.0,122692,262690,517758
OH069,Noble Metropolitan Housing Authority,"1100 Maple Ct, Cambridge, OH, 43725",(740) 439-6651,(740) 439-2953,tdemattio@cambridgehousing.org,(740) 439-6651,,tdemattio@cambridgehousing.org,High Performer,VERY SMALL (0-49),92,SMALL (50-99),MEDIUM LOW (100-299),3/31,Combined,28,28,28,26,85,111,92.51000214,2,120,120,100.0,20215,50182,78511
MI077,Gladstone Housing Commission,"217 Dakota Ave, Gladstone, MI, 49837",(906) 428-2215,(906) 428-1677,gladstonehousing@themanors.org,(906) 428-2215,(906) 428-1677,mlindahl@themanors.org,Standard Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),3/31,Low-Rent,50,50,50,38,0,38,76.0,12,50,38,100.0,34324,80046,103209
GA181,Housing Authority of the City of Wrightsville,"100 Fulghum Dr, Wrightsville, GA, 31096",(478) 864-2033,(478) 864-2842,kevin@wrightsvillehousing.com,(478) 864-2033,,kevin@wrightsvillehousing.com,Standard Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),12/31,Low-Rent,90,90,90,88,0,88,97.77999878,0,90,88,100.0,119797,251499,290017
FL046,Crestview Housing Authority,"371 W Hickory Ave, Crestview, FL, 32536",(850) 682-2413,(850) 689-4559,cwilliams@chafl.com,(850) 306-2308,(850) 689-4559,cwilliams@chafl.com,Standard Performer,MEDIUM LOW (100-299),222,MEDIUM LOW (100-299),MEDIUM HIGH (300-999),12/31,Combined,273,273,273,267,196,463,93.52999878,6,495,480,100.0,536273,995854,940627
FL071,LAKE WALES HOUSING AUTHORITY,"10 W Sessoms Ave, Lake Wales, FL, 33853",(863) 676-7414,(863) 678-3508,alkirklandjr@lakewaleshousing.org,(863) 676-7414,(863) 678-3508,alkirklandjr@lakewaleshousing.org,Standard Performer,MEDIUM LOW (100-299),227,MEDIUM LOW (100-299),MEDIUM HIGH (300-999),6/30,Combined,212,212,172,166,198,364,91.23000336,6,399,363,99.72000122,534232,970159,0
FL008,SARASOTA HOUSING AUTHORITY,"269 S Osprey Ave Ste 100, Sarasota, FL, 34236",(941) 361-6210,(941) 366-4661,wrussell@sarasotahousing.org,(941) 361-6210,(941) 366-4661,wrussell@sarasotahousing.org,Standard Performer,MEDIUM LOW (100-299),2265,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",3/31,Combined,103,103,103,91,1734,1825,77.06999969,0,2368,1982,100.0,380552,679069,539515
AL047,The Housing Authority of the City of Huntsville,"200 Washington St NE, Huntsville, AL, 35801",(256) 539-0774,(256) 535-2245,tmcginnis@hsvha.org,(256) 532-5697,,tmcginnis@hsvha.org,High Performer,"LARGE (1,000-4,999)",2074,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",3/31,Combined,1824,1810,1649,1438,1754,3184,89.26000214,50,3567,3273,100.0,3203268,6266176,0
FL083,DELRAY BEACH HOUSING AUTHORITY,"82 NW 5th Ave, Delray Beach, FL, 33444",(561) 272-6766,(561) 272-7352,serazo@dbha.org,(561) 272-6766,(561) 278-4937,serazo@dbha.org,Standard Performer,VERY SMALL (0-49),1166,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",3/31,Combined,13,13,13,13,1113,1126,95.51000214,0,1179,1140,100.0,8888,16785,0
FL021,PAHOKEE HOUSING AUTHORITY,"465 Friend Ter, Pahokee, FL, 33476",(561) 924-5565,(561) 924-1952,IHARVEY@PAHOKEEHOUSING.ORG,(561) 924-5565,(561) 924-1952,IHARVEY@PAHOKEEHOUSING.ORG,High Performer,MEDIUM HIGH (300-999),140,MEDIUM LOW (100-299),MEDIUM HIGH (300-999),6/30,Combined,482,482,474,467,86,553,90.05999756,7,614,591,100.0,1241654,2084135,1779238
MS065,The Housing Authority of the City of Booneville,"801 N College St, Booneville, MS, 38829",(662) 728-4032,(662) 728-3000,bha@boonevilleha.com,(662) 728-4032,(662) 728-3000,bha@boonevilleha.com,Standard Performer,MEDIUM LOW (100-299),0,VERY SMALL (0-49),MEDIUM LOW (100-299),6/30,Low-Rent,160,160,160,158,0,158,98.75,0,160,158,100.0,307035,567225,413254
MS071,The Housing Authority of the City of Aberdeen,"910 Martin Luther King St, Aberdeen, MS, 39730",(662) 369-9460,(662) 369-3366,ddaberha@bellsouth.net,(662) 369-9460,(662) 369-3366,ddaberha@bellsouth.net,Standard Performer,MEDIUM LOW (100-299),0,VERY SMALL (0-49),MEDIUM LOW (100-299),6/30,Low-Rent,109,109,109,108,0,108,99.08000183,1,109,108,100.0,220352,424265,363772
MO096,Lexington Housing Authority,"2215 Aull Ln, Lexington, MO, 64067",(660) 259-4232,(660) 259-2462,lha64067@lexingtonha.org,(660) 259-4232,(660) 259-2462,Lha64067@lexingtonha.org,Standard Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),9/30,Low-Rent,50,50,50,50,0,50,100.0,0,50,45,90.0,68450,127743,0
MO210,Liberty Housing Authority,"8 Westowne St Ste 800, Liberty, MO, 64068",(816) 792-1113,(816) 792-1103,director@libertyhousingauthority.org,(816) 792-1113,,director@libertyhousingauthority.org,,,348,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),12/31,Section 8,0,0,0,0,333,333,95.69000244,0,348,332,99.69999695,0,0,0
MN170,Plymouth Housing & Redevelopment Authority,"3400 Plymouth Blvd, Plymouth, MN, 55447",(763) 509-5410,(763) 509-5407,Housing@plymouthmn.gov,(763) 509-5401,,gfernelius@plymouthmn.gov,,,250,MEDIUM LOW (100-299),MEDIUM LOW (100-299),12/31,Section 8,0,0,0,0,218,218,87.19999695,0,250,281,100.0,0,0,0
GA223,Housing Authority of the City of Roberta,"20 Cf Willis Dr, Roberta, GA, 31078",(478) 836-3530,(478) 836-2540,crha616@aol.com,(478) 836-3530,(478) 836-2540,CRHA616@aol.com,Standard Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),6/30,Low-Rent,0,0,0,0,0,0,0.0,0,0,0,-4.0,25224,25224,160509
GA175,Housing Authority of the City of Rochelle,"792 2nd Ave, Rochelle, GA, 31079",(229) 365-1869,(229) 365-1869,rochelle.ga.ha@gmail.com,(229) 365-1869,(229) 365-1869,rochellehousing@windstream.net,High Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),12/31,Low-Rent,14,14,14,14,0,14,100.0,0,14,14,100.0,26885,44831,0
MI038,Jackson Housing Commission,"301 Steward Ave, Jackson, MI, 49201",(517) 787-9241,(517) 787-6143,l.ingram@jacksonhousing-mi.org,(517) 392-2658,(517) 990-1798,a.puckerin@jacksonhousing-mi.org,Standard Performer,MEDIUM HIGH (300-999),503,MEDIUM HIGH (300-999),"LARGE (1,000-4,999)",3/31,Combined,545,542,543,411,395,806,77.12999725,111,1045,779,96.65000153,1041337,1456056,1436539
